ID	Kingdom	Phylum	Fungal_Class	Order	Family	Genus
Fusarium_subglutinans	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_tjaetaba	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_tricinctum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_vanettenii	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_venenatum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_verticillioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_xylarioides	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Fusarium_zealandicum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
Gaeumannomyces_tritici	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces
Galactomyces_reessii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Galactomyces
Gamsiella_multidivaricata	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Gamsiella
Ganoderma_sinense	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma
Gautieria_morchelliformis	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gautieriaceae	Gautieria
Gelatoporia_subvermispora	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Gelatoporia
Geosiphon_pyriformis	Fungi	Mucoromycota	Glomeromycetes	Archaeosporales	Geosiphonaceae	Geosiphon
Geosmithia_morbida	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Geosmithia
Geotrichum_candidum	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum
Gigaspora_margarita	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora
Gigaspora_rosea	Fungi	Mucoromycota	Glomeromycetes	Diversisporales	Gigasporaceae	Gigaspora
Glarea_lozoyensis	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea
Gloeophyllum_trabeum	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum
Glomus_cerebriforme	Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus
Glonium_stellatum	Fungi	Ascomycota	Dothideomycetes		Gloniaceae	Glonium
Glutinoglossum_americanum	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Glutinoglossum
Golovinomyces_cichoracearum	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces
Golovinomyces_magnicellulatus	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces
Gonapodya_prolifera	Fungi	Chytridiomycota	Monoblepharidomycetes	Monoblepharidales	Gonapodyaceae	Gonapodya
Grifola_frondosa	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Grifolaceae	Grifola
Grosmannia_clavigera	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Grosmannia
Gryganskiella_cystojenkinii	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Gryganskiella
Guyanagaster_necrorhizus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Guyanagaster
Gymnopilus_dilepis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Gymnopilus
Gymnopilus_junonius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Gymnopilus
Gymnopus_androsaceus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus
Gymnopus_confluens	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus
Gymnopus_luxurians	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus
Halenospora_varia	Fungi	Ascomycota	Leotiomycetes	Leotiales	Leotiaceae	Halenospora
Hamiltosporidium_magnivora	Fungi	Microsporidia			Dubosqiidae	Hamiltosporidium
Hamiltosporidium_tvaerminnensis	Fungi	Microsporidia			Dubosqiidae	Hamiltosporidium
Hanseniaspora_guilliermondii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora
Hanseniaspora_opuntiae	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora
Hanseniaspora_osmophila	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora
Hanseniaspora_uvarum	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora
Hanseniaspora_valbyensis	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora
Haplosporangium_bisporale	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Haplosporangium
Haplosporangium_gracile	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Haplosporangium
Haplosporangium_sp_Z_11	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Haplosporangium
Haplosporangium_sp_Z_27	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Haplosporangium
Haplosporangium_sp_Z_767	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Haplosporangium
Hebeloma_cylindrosporum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Hebeloma
Helicocarpus_griseus	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Helicocarpus
Heliocybe_sulcata	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales		Heliocybe
Helotiales_sp_DMI_Dod_QoI	Fungi	Ascomycota	Leotiomycetes	Helotiales
Hepatospora_eriocheir	Fungi	Microsporidia			Enterocytozoonidae	Hepatospora
Hericium_alpestre	Fungi	Basidiomycota	Agaricomycetes	Russulales	Hericiaceae	Hericium
Hesseltinella_vesiculosa	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Hesseltinella
Heterobasidion_irregulare	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion
Hirsutella_minnesotensis	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella
Hirsutella_rhossiliensis	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella
Histoplasma_capsulatum	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma
Hortaea_thailandica	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea
Hortaea_werneckii	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea
Hyaloscypha_bicolor	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha
Hyaloscypha_hepaticicola	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha
Hyaloscypha_variabilis	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha
Hydnomerulius_pinastri	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Hydnomerulius
Hymenopellis_radicata	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis
Hymenoscyphus_albidus	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus
Hymenoscyphus_fraxineus	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus
Hyphodiscus_hymeniophilus	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyphodiscus
Hypholoma_sublateritium	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma
Hyphopichia_burtonii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Hyphopichia
Hypoxylon_sp_CO27-5	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon
Hypoxylon_sp_EC38	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon
Hypsizygus_marmoreus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Hypsizygus
Hysterangium_stoloniferum	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium
Ilyonectria_destructans	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria
Ilyonectria_sp_MPI-CAGE-AT-0026	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria
Infundibulicybe_gibba	Fungi	Basidiomycota	Agaricomycetes	Agaricales		Infundibulicybe
Jaapia_argillacea	Fungi	Basidiomycota	Agaricomycetes	Jaapiales	Jaapiaceae	Jaapia
Jaminaea_rosea	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales		Jaminaea
Jimgerdemannia_flammicorona	Fungi	Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia
Kalaharituber_pfeilii	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Kalaharituber
Kalmanozyma_brasiliensis	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Kalmanozyma
Karstenula_rhodostoma	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Karstenula
Kazachstania_africana	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
Kazachstania_barnettii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
Kazachstania_exigua	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
Kazachstania_naganishii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
Kazachstania_saulgeensis	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
Kazachstania_unispora	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania
Kluyveromyces_dobzhanskii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
Kluyveromyces_lactis	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
Kluyveromyces_marxianus	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces
Kockovaella_imperatae	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella
Komagataella_pastoris	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella
Komagataella_phaffii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella
Kuraishia_capsulata	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Kuraishia
Kwoniella_bestiolae	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella
Kwoniella_dejecticola	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella
Kwoniella_heveanensis	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella
Kwoniella_mangrovensis	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella
Kwoniella_pini	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella
Kwoniella_shandongensis	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella
Laccaria_amethystina	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria
Laccaria_bicolor	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Laccaria
Lachancea_dasiensis	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Lachancea_fermentati	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Lachancea_lanzarotensis	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Lachancea_meyersii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Lachancea_mirantina	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Lachancea_quebecensis	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Lachancea_sp_PJ-2012a	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Lachancea_thermotolerans	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea
Lachnellula_arida	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula
Lachnellula_cervina	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula
Lachnellula_hyalina	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula
Lachnellula_occidentalis	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula
Lachnellula_subtilissima	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula
Lachnellula_suecica	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula
Lachnellula_willkommii	Fungi	Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnellula
Lactarius_quietus	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius
Laetiporus_sulphureus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus
Lanmaoa_asiatica	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Lanmaoa
Lasallia_pustulata	Fungi	Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Lasallia
Lasiodiplodia_theobromae	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia
Lentinula_edodes	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Lentinula
Lentinus_tigrinus	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus
Lentithecium_fluviatile	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Lentithecium
Leotiomycetes_sp_MPI-SDFR-AT-0126	Fungi	Ascomycota	Leotiomycetes
Lepidopterella_palustris	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Argynnaceae	Lepidopterella
Lepista_nuda	Fungi	Basidiomycota	Agaricomycetes	Agaricales		Lepista
Leptodontidium_sp_MPI-SDFR-AT-0119	Fungi	Ascomycota	Leotiomycetes	Helotiales		Leptodontidium
Leptosphaeria_maculans	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria
Letharia_columbiana	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia
Letharia_lupina	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia
Leucoagaricus_leucothites	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus
Leucoagaricus_sp_SymCcos	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus
Leucosporidium_creatinivorum	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium
Lichtheimia_corymbifera	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia
Lichtheimia_ramosa	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia
Linderina_pennispora	Fungi	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Linderina
Lindgomyces_ingoldianus	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Lindgomyces
Lineolata_rhizophorae	Fungi	Ascomycota	Dothideomycetes	Lineolatales	Lineolataceae	Lineolata
Linnemannia_elongata	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linnemannia_exigua	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linnemannia_gamsii	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linnemannia_hyalina	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linnemannia_schmuckeri	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Linnemannia_zychae	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia
Lipomyces_starkeyi	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces
Lizonia_empirigonia	Fungi	Ascomycota	Dothideomycetes		Pseudoperisporiaceae	Lizonia
Lobosporangium_transversale	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium
Lodderomyces_elongisporus	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces
Lomentospora_prolificans	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lomentospora
Lophiostoma_macrostomum	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma
Lophiotrema_nucula	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema
Lophium_mytilinum	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Lophium
Lunasporangiospora_selenospora	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Lunasporangiospora
Lyophyllum_atratum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum
Macrolepiota_fuliginosa	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota
Macrophomina_phaseolina	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina
Macroventuria_anomochaeta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Macroventuria
Madurella_mycetomatis	Fungi	Ascomycota	Sordariomycetes	Sordariales		Madurella
Magnaporthiopsis_poae	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis
Malassezia_globosa	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_pachydermatis	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_restricta	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_sympodialis	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Malassezia_vespertilionis	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia
Marasmius_oreades	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius
Marssonina_coronariae	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Marssonina
Massarina_eburnea	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina
Massariosphaeria_phaeospora	Fungi	Ascomycota	Dothideomycetes	Pleosporales		Massariosphaeria
Meira_miltonrushii	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira
Melampsora_larici-populina	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora
Melanogaster_broomeanus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster
Melanomma_pulvis-pyrius	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Melanomma
Metarhizium_acridum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_album	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_anisopliae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_brunneum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_guizhouense	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_humberi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_majus	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_rileyi	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metarhizium_robertsii	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium
Metschnikowia_aff_pulcherrima	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia
Metschnikowia_bicuspidata	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia
Metschnikowia_persimmonesis	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia
Metschnikowia_sp_JCM_33374	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia
Meyerozyma_guilliermondii	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma
Meyerozyma_sp_JA9	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma
Microbotryum_intermedium	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microbotryum_lychnidis-dioicae	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microbotryum_saponariae	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microbotryum_silenes-dioicae	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum
Microdochium_bolleyi	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium
Microdochium_trichocladiopsis	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium
Microsporum_canis	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Microsporum
Microthyrium_microscopicum	Fungi	Ascomycota	Dothideomycetes	Microthyriales	Microthyriaceae	Microthyrium
Mitosporidium_daphniae	Fungi	Microsporidia				Mitosporidium
Mixia_osmundae	Fungi	Basidiomycota	Mixiomycetes	Mixiales	Mixiaceae	Mixia
Modicella_reniformis	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Modicella
Moelleriella_libera	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Moelleriella
Moesziomyces_antarcticus	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces
Moesziomyces_aphidis	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces
Mollisia_scopiformis	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Mollisia
Monascus_purpureus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus
Monilinia_fructicola	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_fructigena	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_laxa	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Monilinia_vaccinii-corymbosi	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Monilinia
Moniliophthora_perniciosa	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora
Moniliophthora_roreri	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora
Monosporascus_cannonballus	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Monosporascus_ibericus	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Monosporascus_sp_5C6A	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Monosporascus_sp_CRB-8-3	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Monosporascus_sp_CRB-9-2	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Monosporascus_sp_GIB2	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Monosporascus_sp_MC13-8B	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Monosporascus_sp_mg162	Fungi	Ascomycota	Sordariomycetes	Xylariales		Monosporascus
Morchella_conica	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Morchella_sextelata	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella
Mortierella_alpina	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_antarctica	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_polycephala	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_sp_14UC	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_sp_AD011	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_sp_AD031	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_sp_AD094	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_sp_GBA35	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_sp_GBA39	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_sp_GBA43	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mortierella_sp_NVP41	Fungi	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella
Mucidula_mucida	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Mucidula
Mucor_circinelloides	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_lusitanicus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mucor_plumbeus	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor
Mycena_galopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_indigotica	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_sanguinolenta	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
Mycena_venus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena
